numero,aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,outcomedesc,minoritydesc,tooltp,buttonn
509,0.53,0.42,0.68,<0.001,0,3,3,1,11,1,"Prior transplant, yes",Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
510,0.7,0.61,0.79,<0.001,0,4,3,1,11,1,"Prior transplant, yes",Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
511,0.43,0.42,0.44,<0.001,0,0,1,0,12,1,Not for profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
512,0.38,0.36,0.39,<0.001,0,1,1,0,12,1,Not for profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
513,0.6,0.54,0.66,<0.001,0,2,1,0,12,1,Not for profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
514,0.43,0.4,0.47,<0.001,0,3,1,0,12,1,Not for profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
515,0.56,0.54,0.59,<0.001,0,4,1,0,12,1,Not for profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
516,0.49,0.48,0.51,<0.001,0,0,2,0,12,1,Not for profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
517,0.44,0.43,0.46,<0.001,0,1,2,0,12,1,Not for profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
518,0.72,0.65,0.8,<0.001,0,2,2,0,12,1,Not for profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
519,0.44,0.41,0.48,<0.001,0,3,2,0,12,1,Not for profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
520,0.65,0.62,0.69,<0.001,0,4,2,0,12,1,Not for profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
521,0.57,0.55,0.59,<0.001,0,0,3,0,12,1,Not for profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
522,0.54,0.52,0.56,<0.001,0,1,3,0,12,1,Not for profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
523,0.55,0.49,0.61,<0.001,0,2,3,0,12,1,Not for profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
524,0.48,0.44,0.52,<0.001,0,3,3,0,12,1,Not for profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
525,0.73,0.69,0.77,<0.001,0,4,3,0,12,1,Not for profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
526,0.41,0.4,0.41,<0.001,0,0,1,1,12,1,For profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
527,0.36,0.35,0.37,<0.001,0,1,1,1,12,1,For profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
528,0.55,0.51,0.59,<0.001,0,2,1,1,12,1,For profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
529,0.42,0.4,0.44,<0.001,0,3,1,1,12,1,For profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
530,0.5,0.49,0.51,<0.001,0,4,1,1,12,1,For profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
531,0.46,0.46,0.47,<0.001,0,0,2,1,12,1,For profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
532,0.42,0.41,0.42,<0.001,0,1,2,1,12,1,For profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
533,0.69,0.64,0.74,<0.001,0,2,2,1,12,1,For profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
534,0.41,0.4,0.43,<0.001,0,3,2,1,12,1,For profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
535,0.56,0.55,0.57,<0.001,0,4,2,1,12,1,For profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
536,0.53,0.53,0.54,<0.001,0,0,3,1,12,1,For profit unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
537,0.48,0.47,0.49,<0.001,0,1,3,1,12,1,For profit unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
538,0.69,0.64,0.75,<0.001,0,2,3,1,12,1,For profit unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
539,0.45,0.43,0.47,<0.001,0,3,3,1,12,1,For profit unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
540,0.71,0.69,0.73,<0.001,0,4,3,1,12,1,For profit unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
541,0.39,0.38,0.41,<0.001,0,0,1,0,13,1,Hospital-based unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
542,0.35,0.34,0.37,<0.001,0,1,1,0,13,1,Hospital-based unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
543,0.53,0.46,0.61,<0.001,0,2,1,0,13,1,Hospital-based unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
544,0.37,0.33,0.41,<0.001,0,3,1,0,13,1,Hospital-based unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
545,0.49,0.46,0.53,<0.001,0,4,1,0,13,1,Hospital-based unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
546,0.46,0.44,0.48,<0.001,0,0,2,0,13,1,Hospital-based unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
547,0.42,0.4,0.44,<0.001,0,1,2,0,13,1,Hospital-based unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
548,0.65,0.56,0.74,<0.001,0,2,2,0,13,1,Hospital-based unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
549,0.39,0.35,0.44,<0.001,0,3,2,0,13,1,Hospital-based unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
550,0.59,0.55,0.63,<0.001,0,4,2,0,13,1,Hospital-based unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
551,0.56,0.54,0.59,<0.001,0,0,3,0,13,1,Hospital-based unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
552,0.54,0.51,0.57,<0.001,0,1,3,0,13,1,Hospital-based unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
553,0.53,0.46,0.61,<0.001,0,2,3,0,13,1,Hospital-based unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
554,0.45,0.4,0.51,<0.001,0,3,3,0,13,1,Hospital-based unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
555,0.72,0.67,0.78,<0.001,0,4,3,0,13,1,Hospital-based unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
556,0.4,0.39,0.41,<0.001,0,0,1,1,13,1,Independent unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
557,0.36,0.35,0.38,<0.001,0,1,1,1,13,1,Independent unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
558,0.6,0.51,0.7,<0.001,0,2,1,1,13,1,Independent unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
559,0.39,0.36,0.43,<0.001,0,3,1,1,13,1,Independent unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
560,0.46,0.44,0.48,<0.001,0,4,1,1,13,1,Independent unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
561,0.45,0.43,0.46,<0.001,0,0,2,1,13,1,Independent unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
562,0.41,0.4,0.43,<0.001,0,1,2,1,13,1,Independent unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
563,0.73,0.63,0.86,<0.001,1.00E-04,2,2,1,13,1,Independent unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
564,0.39,0.35,0.42,<0.001,0,3,2,1,13,1,Independent unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
565,0.52,0.49,0.54,<0.001,0,4,2,1,13,1,Independent unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
566,0.54,0.52,0.56,<0.001,0,0,3,1,13,1,Independent unit,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
567,0.48,0.46,0.5,<0.001,0,1,3,1,13,1,Independent unit,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
568,0.66,0.56,0.77,<0.001,0,2,3,1,13,1,Independent unit,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
569,0.47,0.43,0.52,<0.001,0,3,3,1,13,1,Independent unit,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
570,0.7,0.67,0.74,<0.001,0,4,3,1,13,1,Independent unit,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
571,0.45,0.43,0.48,<0.001,0,0,1,2,13,1,Chain of 2-99 units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
572,0.37,0.34,0.39,<0.001,0,1,1,2,13,1,Chain of 2-99 units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
573,0.94,0.65,1.36,0.751,0.7515,2,1,2,13,1,Chain of 2-99 units,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value 0.751",O1A1M2
574,0.46,0.41,0.53,<0.001,0,3,1,2,13,1,Chain of 2-99 units,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
575,0.64,0.59,0.69,<0.001,0,4,1,2,13,1,Chain of 2-99 units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
576,0.51,0.48,0.54,<0.001,0,0,2,2,13,1,Chain of 2-99 units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
577,0.43,0.4,0.46,<0.001,0,1,2,2,13,1,Chain of 2-99 units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
578,1.15,0.79,1.67,0.467,0.4666,2,2,2,13,1,Chain of 2-99 units,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value 0.467",O1A2M2
579,0.46,0.41,0.53,<0.001,0,3,2,2,13,1,Chain of 2-99 units,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
580,0.73,0.67,0.8,<0.001,0,4,2,2,13,1,Chain of 2-99 units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
581,0.55,0.52,0.58,<0.001,0,0,3,2,13,1,Chain of 2-99 units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
582,0.48,0.44,0.51,<0.001,0,1,3,2,13,1,Chain of 2-99 units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
583,1.15,0.78,1.69,0.478,0.4784,2,3,2,13,1,Chain of 2-99 units,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value 0.478",O1A3M2
584,0.47,0.41,0.54,<0.001,0,3,3,2,13,1,Chain of 2-99 units,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
585,0.75,0.69,0.83,<0.001,0,4,3,2,13,1,Chain of 2-99 units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
586,0.41,0.4,0.41,<0.001,0,0,1,3,13,1,Chain of 100 or more units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
587,0.36,0.35,0.37,<0.001,0,1,1,3,13,1,Chain of 100 or more units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
588,0.55,0.51,0.59,<0.001,0,2,1,3,13,1,Chain of 100 or more units,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
589,0.44,0.42,0.47,<0.001,0,3,1,3,13,1,Chain of 100 or more units,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
590,0.51,0.5,0.52,<0.001,0,4,1,3,13,1,Chain of 100 or more units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
591,0.47,0.46,0.47,<0.001,0,0,2,3,13,1,Chain of 100 or more units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
592,0.42,0.41,0.43,<0.001,0,1,2,3,13,1,Chain of 100 or more units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
593,0.68,0.63,0.74,<0.001,0,2,2,3,13,1,Chain of 100 or more units,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
594,0.44,0.41,0.46,<0.001,0,3,2,3,13,1,Chain of 100 or more units,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
595,0.57,0.56,0.59,<0.001,0,4,2,3,13,1,Chain of 100 or more units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
596,0.54,0.53,0.55,<0.001,0,0,3,3,13,1,Chain of 100 or more units,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
597,0.49,0.48,0.5,<0.001,0,1,3,3,13,1,Chain of 100 or more units,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
598,0.68,0.63,0.73,<0.001,0,2,3,3,13,1,Chain of 100 or more units,Primary Composite,Native American,"Primary Composite, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O1A3M2
599,0.45,0.43,0.48,<0.001,0,3,3,3,13,1,Chain of 100 or more units,Primary Composite,Asian,"Primary Composite, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O1A3M3
600,0.71,0.69,0.73,<0.001,0,4,3,3,13,1,Chain of 100 or more units,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O1A3M4
601,0.41,0.4,0.41,<0.001,0,0,1,0,14,1,Medicare parts A or B,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A1M0
602,0.37,0.36,0.37,<0.001,0,1,1,0,14,1,Medicare parts A or B,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O1A1M1
603,0.57,0.53,0.61,<0.001,0,2,1,0,14,1,Medicare parts A or B,Primary Composite,Native American,"Primary Composite, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O1A1M2
604,0.39,0.37,0.41,<0.001,0,3,1,0,14,1,Medicare parts A or B,Primary Composite,Asian,"Primary Composite, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O1A1M3
605,0.5,0.49,0.51,<0.001,0,4,1,0,14,1,Medicare parts A or B,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O1A1M4
606,0.46,0.46,0.47,<0.001,0,0,2,0,14,1,Medicare parts A or B,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A2M0
607,0.42,0.42,0.43,<0.001,0,1,2,0,14,1,Medicare parts A or B,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O1A2M1
608,0.7,0.65,0.74,<0.001,0,2,2,0,14,1,Medicare parts A or B,Primary Composite,Native American,"Primary Composite, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O1A2M2
609,0.4,0.38,0.42,<0.001,0,3,2,0,14,1,Medicare parts A or B,Primary Composite,Asian,"Primary Composite, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O1A2M3
610,0.58,0.56,0.59,<0.001,0,4,2,0,14,1,Medicare parts A or B,Primary Composite,Hispanic,"Primary Composite, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O1A2M4
611,0.53,0.52,0.54,<0.001,0,0,3,0,14,1,Medicare parts A or B,Primary Composite,"All Minority Groups, Combined","Primary Composite, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O1A3M0
612,0.48,0.48,0.49,<0.001,0,1,3,0,14,1,Medicare parts A or B,Primary Composite,African American or Black,"Primary Composite, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O1A3M1
