lat,lon,perc,desc,race_ethn,race_ethn,r_e
-116.8,44.4,33.3,"Washington County, ID, White 33.3%",0,0,White
-91.2,40.0,21.2,"Adams County, IL, White 21.2%",0,0,White
-91.2,40.0,0.0,"Adams County, IL, African American 0%",1,1,African American
-89.3,37.2,21.2,"Alexander County, IL, White 21.2%",0,0,White
-89.3,37.2,14.3,"Alexander County, IL, African American 14.3%",1,1,African American
-89.4,38.9,18.4,"Bond County, IL, White 18.4%",0,0,White
-88.8,42.3,13.6,"Boone County, IL, White 13.6%",0,0,White
-90.8,40.0,41.7,"Brown County, IL, White 41.7%",0,0,White
-89.5,41.4,30.3,"Bureau County, IL, White 30.3%",0,0,White
-90.7,39.2,20.0,"Calhoun County, IL, White 20%",0,0,White
-89.9,42.1,29.5,"Carroll County, IL, White 29.5%",0,0,White
-90.2,40.0,24.4,"Cass County, IL, White 24.4%",0,0,White
-88.2,40.1,28.8,"Champaign County, IL, White 28.8%",0,0,White
-88.2,40.1,14.5,"Champaign County, IL, African American 14.5%",1,1,African American
-89.3,39.5,22.4,"Christian County, IL, White 22.4%",0,0,White
-87.8,39.3,19.2,"Clark County, IL, White 19.2%",0,0,White
-88.5,38.7,19.1,"Clay County, IL, White 19.1%",0,0,White
-89.4,38.6,22.4,"Clinton County, IL, White 22.4%",0,0,White
-88.2,39.5,25.7,"Coles County, IL, White 25.7%",0,0,White
-87.6,41.9,12.9,"Cook County, IL, White 12.9%",0,0,White
-87.6,41.9,4.7,"Cook County, IL, African American 4.7%",1,1,African American
-87.6,41.9,3.2,"Cook County, IL, Native American 3.2%",2,2,Native American
-87.6,41.9,9.0,"Cook County, IL, Asian 9%",3,3,Asian
-87.6,41.9,7.0,"Cook County, IL, Hispanic 7%",4,4,Hispanic
-87.8,39.0,22.4,"Crawford County, IL, White 22.4%",0,0,White
-88.2,39.3,25.6,"Cumberland County, IL, White 25.6%",0,0,White
-88.8,41.9,25.0,"DeKalb County, IL, White 25%",0,0,White
-88.9,40.2,14.8,"De Witt County, IL, White 14.8%",0,0,White
-88.2,39.8,27.5,"Douglas County, IL, White 27.5%",0,0,White
-88.1,41.9,17.7,"DuPage County, IL, White 17.7%",0,0,White
-88.1,41.9,10.0,"DuPage County, IL, African American 10%",1,1,African American
-88.1,41.9,5.3,"DuPage County, IL, Asian 5.3%",3,3,Asian
-88.1,41.9,8.7,"DuPage County, IL, Hispanic 8.7%",4,4,Hispanic
-87.7,39.7,13.6,"Edgar County, IL, White 13.6%",0,0,White
-88.0,38.4,46.7,"Edwards County, IL, White 46.7%",0,0,White
-88.6,39.0,14.5,"Effingham County, IL, White 14.5%",0,0,White
-89.0,39.0,22.2,"Fayette County, IL, White 22.2%",0,0,White
-88.2,40.6,23.3,"Ford County, IL, White 23.3%",0,0,White
-88.9,38.0,26.0,"Franklin County, IL, White 26%",0,0,White
-90.2,40.5,22.3,"Fulton County, IL, White 22.3%",0,0,White
-88.2,37.8,38.7,"Gallatin County, IL, White 38.7%",0,0,White
-90.4,39.4,40.0,"Greene County, IL, White 40%",0,0,White
-88.4,41.3,34.1,"Grundy County, IL, White 34.1%",0,0,White
-88.5,38.1,18.2,"Hamilton County, IL, White 18.2%",0,0,White
-91.2,40.4,21.6,"Hancock County, IL, White 21.6%",0,0,White
-88.3,37.5,35.0,"Hardin County, IL, White 35%",0,0,White
-90.9,40.8,11.1,"Henderson County, IL, White 11.1%",0,0,White
-90.1,41.4,22.9,"Henry County, IL, White 22.9%",0,0,White
-87.8,40.7,30.5,"Iroquois County, IL, White 30.5%",0,0,White
-89.4,37.8,26.9,"Jackson County, IL, White 26.9%",0,0,White
-89.4,37.8,11.8,"Jackson County, IL, African American 11.8%",1,1,African American
-88.2,39.0,17.6,"Jasper County, IL, White 17.6%",0,0,White
-88.9,38.3,25.8,"Jefferson County, IL, White 25.8%",0,0,White
-88.9,38.3,14.3,"Jefferson County, IL, African American 14.3%",1,1,African American
-90.4,39.1,20.3,"Jersey County, IL, White 20.3%",0,0,White
-90.2,42.4,27.8,"Jo Daviess County, IL, White 27.8%",0,0,White
-88.9,37.5,27.5,"Johnson County, IL, White 27.5%",0,0,White
-88.4,41.9,25.4,"Kane County, IL, White 25.4%",0,0,White
-88.4,41.9,18.4,"Kane County, IL, African American 18.4%",1,1,African American
-88.4,41.9,12.0,"Kane County, IL, Asian 12%",3,3,Asian
-88.4,41.9,14.4,"Kane County, IL, Hispanic 14.4%",4,4,Hispanic
-87.9,41.1,20.4,"Kankakee County, IL, White 20.4%",0,0,White
-87.9,41.1,14.5,"Kankakee County, IL, African American 14.5%",1,1,African American
-88.4,41.6,28.7,"Kendall County, IL, White 28.7%",0,0,White
-90.2,40.9,20.4,"Knox County, IL, White 20.4%",0,0,White
-90.2,40.9,5.3,"Knox County, IL, African American 5.3%",1,1,African American
-87.4,42.3,16.9,"Lake County, IL, White 16.9%",0,0,White
-87.4,42.3,8.7,"Lake County, IL, African American 8.7%",1,1,African American
-87.4,42.3,9.4,"Lake County, IL, Asian 9.4%",3,3,Asian
-87.4,42.3,10.0,"Lake County, IL, Hispanic 10%",4,4,Hispanic
-88.9,41.3,21.1,"La Salle County, IL, White 21.1%",0,0,White
-88.9,41.3,30.0,"La Salle County, IL, Hispanic 30%",4,4,Hispanic
-87.7,38.7,29.4,"Lawrence County, IL, White 29.4%",0,0,White
-89.3,41.7,27.8,"Lee County, IL, White 27.8%",0,0,White
-88.6,40.9,20.0,"Livingston County, IL, White 20%",0,0,White
-89.4,40.1,24.0,"Logan County, IL, White 24%",0,0,White
-90.7,40.5,23.4,"McDonough County, IL, White 23.4%",0,0,White
-88.5,42.3,21.6,"McHenry County, IL, White 21.6%",0,0,White
-88.5,42.3,10.0,"McHenry County, IL, Asian 10%",3,3,Asian
-88.5,42.3,8.3,"McHenry County, IL, Hispanic 8.3%",4,4,Hispanic
-88.8,40.5,29.4,"McLean County, IL, White 29.4%",0,0,White
-88.8,40.5,6.9,"McLean County, IL, African American 6.9%",1,1,African American
-89.0,39.9,20.0,"Macon County, IL, White 20%",0,0,White
-89.0,39.9,16.4,"Macon County, IL, African American 16.4%",1,1,African American
-89.9,39.3,23.1,"Macoupin County, IL, White 23.1%",0,0,White
-89.9,38.8,20.5,"Madison County, IL, White 20.5%",0,0,White
-89.9,38.8,11.5,"Madison County, IL, African American 11.5%",1,1,African American
-88.9,38.6,11.8,"Marion County, IL, White 11.8%",0,0,White
-88.9,38.6,13.3,"Marion County, IL, African American 13.3%",1,1,African American
-89.3,41.0,24.4,"Marshall County, IL, White 24.4%",0,0,White
-89.9,40.2,15.9,"Mason County, IL, White 15.9%",0,0,White
-88.7,37.2,21.7,"Massac County, IL, White 21.7%",0,0,White
-89.8,40.0,15.0,"Menard County, IL, White 15%",0,0,White
-90.7,41.2,17.6,"Mercer County, IL, White 17.6%",0,0,White
-90.2,38.3,14.0,"Monroe County, IL, White 14%",0,0,White
-89.5,39.2,17.4,"Montgomery County, IL, White 17.4%",0,0,White
-90.2,39.7,40.2,"Morgan County, IL, White 40.2%",0,0,White
-88.6,39.6,23.8,"Moultrie County, IL, White 23.8%",0,0,White
-89.3,42.0,27.0,"Ogle County, IL, White 27%",0,0,White
-89.8,40.8,20.4,"Peoria County, IL, White 20.4%",0,0,White
-89.8,40.8,10.6,"Peoria County, IL, African American 10.6%",1,1,African American
-89.4,38.1,31.7,"Perry County, IL, White 31.7%",0,0,White
-88.6,40.0,32.4,"Piatt County, IL, White 32.4%",0,0,White
-90.9,39.6,21.0,"Pike County, IL, White 21%",0,0,White
-88.5,37.4,33.3,"Pope County, IL, White 33.3%",0,0,White
-89.1,37.2,21.1,"Pulaski County, IL, White 21.1%",0,0,White
-89.1,37.2,10.0,"Pulaski County, IL, African American 10%",1,1,African American
-89.3,41.2,23.1,"Putnam County, IL, White 23.1%",0,0,White
-89.8,38.1,27.2,"Randolph County, IL, White 27.2%",0,0,White
-88.1,38.7,25.0,"Richland County, IL, White 25%",0,0,White
-90.6,41.5,23.2,"Rock Island County, IL, White 23.2%",0,0,White
-90.6,41.5,15.5,"Rock Island County, IL, African American 15.5%",1,1,African American
-90.6,41.5,12.9,"Rock Island County, IL, Hispanic 12.9%",4,4,Hispanic
-89.9,38.5,19.1,"St. Clair County, IL, White 19.1%",0,0,White
-89.9,38.5,13.3,"St. Clair County, IL, African American 13.3%",1,1,African American
-89.9,38.5,11.1,"St. Clair County, IL, Hispanic 11.1%",4,4,Hispanic
-88.5,37.8,24.6,"Saline County, IL, White 24.6%",0,0,White
-89.7,39.8,26.0,"Sangamon County, IL, White 26%",0,0,White
-89.7,39.8,16.1,"Sangamon County, IL, African American 16.1%",1,1,African American
-90.6,40.2,55.6,"Schuyler County, IL, White 55.6%",0,0,White
-88.8,39.4,19.0,"Shelby County, IL, White 19%",0,0,White
-89.8,41.1,57.1,"Stark County, IL, White 57.1%",0,0,White
-89.7,42.3,18.0,"Stephenson County, IL, White 18%",0,0,White
-89.7,42.3,8.7,"Stephenson County, IL, African American 8.7%",1,1,African American
-89.5,40.5,23.9,"Tazewell County, IL, White 23.9%",0,0,White
-89.3,37.5,17.1,"Union County, IL, White 17.1%",0,0,White
-87.7,40.2,16.9,"Vermilion County, IL, White 16.9%",0,0,White
-87.7,40.2,5.4,"Vermilion County, IL, African American 5.4%",1,1,African American
-87.8,38.4,21.2,"Wabash County, IL, White 21.2%",0,0,White
-90.6,40.9,14.3,"Warren County, IL, White 14.3%",0,0,White
-89.4,38.4,21.1,"Washington County, IL, White 21.1%",0,0,White
-88.4,38.4,20.0,"Wayne County, IL, White 20%",0,0,White
-88.2,38.1,27.8,"White County, IL, White 27.8%",0,0,White
-89.9,41.8,30.9,"Whiteside County, IL, White 30.9%",0,0,White
-89.9,41.8,12.5,"Whiteside County, IL, Hispanic 12.5%",4,4,Hispanic
-88.0,41.4,23.3,"Will County, IL, White 23.3%",0,0,White
-88.0,41.4,10.4,"Will County, IL, African American 10.4%",1,1,African American
-88.0,41.4,17.4,"Will County, IL, Asian 17.4%",3,3,Asian
-88.0,41.4,17.6,"Will County, IL, Hispanic 17.6%",4,4,Hispanic
-88.9,37.7,25.6,"Williamson County, IL, White 25.6%",0,0,White
-88.9,37.7,8.3,"Williamson County, IL, African American 8.3%",1,1,African American
-89.2,42.3,20.5,"Winnebago County, IL, White 20.5%",0,0,White
-89.2,42.3,8.4,"Winnebago County, IL, African American 8.4%",1,1,African American
-89.2,42.3,17.9,"Winnebago County, IL, Hispanic 17.9%",4,4,Hispanic
-89.2,40.8,18.3,"Woodford County, IL, White 18.3%",0,0,White
-84.9,40.7,29.3,"Adams County, IN, White 29.3%",0,0,White
-85.1,41.1,28.5,"Allen County, IN, White 28.5%",0,0,White
-85.1,41.1,16.4,"Allen County, IN, African American 16.4%",1,1,African American
-85.1,41.1,15.8,"Allen County, IN, Hispanic 15.8%",4,4,Hispanic
-85.9,39.2,28.5,"Bartholomew County, IN, White 28.5%",0,0,White
-85.9,39.2,23.5,"Bartholomew County, IN, African American 23.5%",1,1,African American
-87.3,40.6,22.2,"Benton County, IN, White 22.2%",0,0,White
-85.3,40.5,20.4,"Blackford County, IN, White 20.4%",0,0,White
-86.5,40.1,22.4,"Boone County, IN, White 22.4%",0,0,White
-86.2,39.2,13.6,"Brown County, IN, White 13.6%",0,0,White
-86.6,40.6,26.5,"Carroll County, IN, White 26.5%",0,0,White
-86.4,40.8,23.0,"Cass County, IN, White 23%",0,0,White
-85.7,38.5,14.0,"Clark County, IN, White 14%",0,0,White
-85.7,38.5,7.4,"Clark County, IN, African American 7.4%",1,1,African American
-87.1,39.4,13.0,"Clay County, IN, White 13%",0,0,White
-86.5,40.3,26.9,"Clinton County, IN, White 26.9%",0,0,White
-86.4,38.3,13.3,"Crawford County, IN, White 13.3%",0,0,White
-87.1,38.7,20.3,"Daviess County, IN, White 20.3%",0,0,White
-85.0,39.2,19.4,"Dearborn County, IN, White 19.4%",0,0,White
-85.5,39.3,15.9,"Decatur County, IN, White 15.9%",0,0,White
-85.0,41.4,34.2,"De Kalb County, IN, White 34.2%",0,0,White
-85.4,40.2,18.8,"Delaware County, IN, White 18.8%",0,0,White
-85.4,40.2,7.0,"Delaware County, IN, African American 7%",1,1,African American
-86.9,38.4,20.7,"Dubois County, IN, White 20.7%",0,0,White
-85.9,41.6,23.8,"Elkhart County, IN, White 23.8%",0,0,White
-85.9,41.6,11.8,"Elkhart County, IN, African American 11.8%",1,1,African American
-85.9,41.6,9.1,"Elkhart County, IN, Hispanic 9.1%",4,4,Hispanic
-85.2,39.6,18.0,"Fayette County, IN, White 18%",0,0,White
-85.9,38.3,11.5,"Floyd County, IN, White 11.5%",0,0,White
-85.9,38.3,0.0,"Floyd County, IN, African American 0%",1,1,African American
-87.2,40.1,21.2,"Fountain County, IN, White 21.2%",0,0,White
-85.1,39.4,23.3,"Franklin County, IN, White 23.3%",0,0,White
-86.3,41.1,14.3,"Fulton County, IN, White 14.3%",0,0,White
-87.6,38.3,28.9,"Gibson County, IN, White 28.9%",0,0,White
-85.7,40.5,18.4,"Grant County, IN, White 18.4%",0,0,White
-85.7,40.5,10.0,"Grant County, IN, African American 10%",1,1,African American
-87.0,39.0,17.5,"Greene County, IN, White 17.5%",0,0,White
-86.0,40.0,22.0,"Hamilton County, IN, White 22%",0,0,White
-85.8,39.8,24.4,"Hancock County, IN, White 24.4%",0,0,White
-86.1,38.2,9.0,"Harrison County, IN, White 9%",0,0,White
-86.5,39.8,23.2,"Hendricks County, IN, White 23.2%",0,0,White
-85.4,39.9,22.7,"Henry County, IN, White 22.7%",0,0,White
-86.1,40.5,20.9,"Howard County, IN, White 20.9%",0,0,White
-86.1,40.5,11.1,"Howard County, IN, African American 11.1%",1,1,African American
-85.5,40.8,27.4,"Huntington County, IN, White 27.4%",0,0,White
-86.0,38.9,29.7,"Jackson County, IN, White 29.7%",0,0,White
-87.1,41.0,21.4,"Jasper County, IN, White 21.4%",0,0,White
-85.0,40.4,23.7,"Jay County, IN, White 23.7%",0,0,White
-85.4,38.8,17.6,"Jefferson County, IN, White 17.6%",0,0,White
-85.6,39.0,23.5,"Jennings County, IN, White 23.5%",0,0,White
-86.1,39.5,20.0,"Johnson County, IN, White 20%",0,0,White
-87.4,38.7,35.2,"Knox County, IN, White 35.2%",0,0,White
-85.9,41.2,26.7,"Kosciusko County, IN, White 26.7%",0,0,White
-85.4,41.6,25.0,"Lagrange County, IN, White 25%",0,0,White
-87.4,41.5,15.7,"Lake County, IN, White 15.7%",0,0,White
-87.4,41.5,4.3,"Lake County, IN, African American 4.3%",1,1,African American
-87.4,41.5,9.7,"Lake County, IN, Hispanic 9.7%",4,4,Hispanic
-86.7,41.5,21.6,"La Porte County, IN, White 21.6%",0,0,White
-86.7,41.5,3.0,"La Porte County, IN, African American 3%",1,1,African American
-86.5,38.8,21.9,"Lawrence County, IN, White 21.9%",0,0,White
-85.7,40.2,19.8,"Madison County, IN, White 19.8%",0,0,White
-85.7,40.2,7.2,"Madison County, IN, African American 7.2%",1,1,African American
-86.1,39.8,19.6,"Marion County, IN, White 19.6%",0,0,White
-86.1,39.8,11.0,"Marion County, IN, African American 11%",1,1,African American
-86.1,39.8,5.6,"Marion County, IN, Asian 5.6%",3,3,Asian
-86.1,39.8,7.5,"Marion County, IN, Hispanic 7.5%",4,4,Hispanic
-86.3,41.3,27.9,"Marshall County, IN, White 27.9%",0,0,White
-86.8,38.7,18.2,"Martin County, IN, White 18.2%",0,0,White
-86.0,40.8,21.1,"Miami County, IN, White 21.1%",0,0,White
-86.5,39.2,14.8,"Monroe County, IN, White 14.8%",0,0,White
-86.9,40.0,27.6,"Montgomery County, IN, White 27.6%",0,0,White
-86.4,39.5,18.3,"Morgan County, IN, White 18.3%",0,0,White
-87.4,41.0,12.1,"Newton County, IN, White 12.1%",0,0,White
-85.4,41.4,25.0,"Noble County, IN, White 25%",0,0,White
-85.0,38.9,10.5,"Ohio County, IN, White 10.5%",0,0,White
-86.5,38.5,21.6,"Orange County, IN, White 21.6%",0,0,White
-86.8,39.3,17.9,"Owen County, IN, White 17.9%",0,0,White
-87.2,39.8,14.3,"Parke County, IN, White 14.3%",0,0,White
-86.6,38.1,20.3,"Perry County, IN, White 20.3%",0,0,White
-87.2,38.4,28.3,"Pike County, IN, White 28.3%",0,0,White
-87.1,41.5,25.6,"Porter County, IN, White 25.6%",0,0,White
-87.1,41.5,21.4,"Porter County, IN, African American 21.4%",1,1,African American
-87.1,41.5,20.0,"Porter County, IN, Hispanic 20%",4,4,Hispanic
-87.9,38.0,24.1,"Posey County, IN, White 24.1%",0,0,White
-86.7,41.0,27.8,"Pulaski County, IN, White 27.8%",0,0,White
-86.9,39.7,21.4,"Putnam County, IN, White 21.4%",0,0,White
-85.0,40.2,28.0,"Randolph County, IN, White 28%",0,0,White
-85.3,39.1,25.7,"Ripley County, IN, White 25.7%",0,0,White
-85.5,39.6,24.5,"Rush County, IN, White 24.5%",0,0,White
-86.3,41.6,28.1,"St. Joseph County, IN, White 28.1%",0,0,White
-86.3,41.6,18.0,"St. Joseph County, IN, African American 18%",1,1,African American
-86.3,41.6,5.6,"St. Joseph County, IN, Hispanic 5.6%",4,4,Hispanic
-85.8,38.7,15.5,"Scott County, IN, White 15.5%",0,0,White
-85.8,39.5,19.5,"Shelby County, IN, White 19.5%",0,0,White
-87.0,38.0,18.8,"Spencer County, IN, White 18.8%",0,0,White
-86.6,41.3,15.2,"Starke County, IN, White 15.2%",0,0,White
-85.0,41.6,23.9,"Steuben County, IN, White 23.9%",0,0,White
-87.4,39.1,14.1,"Sullivan County, IN, White 14.1%",0,0,White
-85.0,38.8,8.0,"Switzerland County, IN, White 8%",0,0,White
-86.9,40.4,23.9,"Tippecanoe County, IN, White 23.9%",0,0,White
-86.1,40.3,18.9,"Tipton County, IN, White 18.9%",0,0,White
-84.9,39.6,26.1,"Union County, IN, White 26.1%",0,0,White
-87.6,38.0,22.8,"Vanderburgh County, IN, White 22.8%",0,0,White
-87.6,38.0,15.9,"Vanderburgh County, IN, African American 15.9%",1,1,African American
-87.5,39.9,26.7,"Vermillion County, IN, White 26.7%",0,0,White
-87.4,39.4,14.0,"Vigo County, IN, White 14%",0,0,White
-87.4,39.4,17.9,"Vigo County, IN, African American 17.9%",1,1,African American
-85.8,40.8,21.5,"Wabash County, IN, White 21.5%",0,0,White
-87.4,40.4,22.2,"Warren County, IN, White 22.2%",0,0,White
-87.3,38.1,23.5,"Warrick County, IN, White 23.5%",0,0,White
-86.1,38.6,9.5,"Washington County, IN, White 9.5%",0,0,White
-85.0,39.9,28.1,"Wayne County, IN, White 28.1%",0,0,White
-85.0,39.9,8.6,"Wayne County, IN, African American 8.6%",1,1,African American
-85.2,40.7,52.3,"Wells County, IN, White 52.3%",0,0,White
-86.9,40.8,22.2,"White County, IN, White 22.2%",0,0,White
-85.5,41.1,36.0,"Whitley County, IN, White 36%",0,0,White
-94.5,41.3,58.3,"Adair County, IA, White 58.3%",0,0,White
-94.7,41.0,18.2,"Adams County, IA, White 18.2%",0,0,White
-91.4,43.3,33.3,"Allamakee County, IA, White 33.3%",0,0,White
-92.9,40.7,26.1,"Appanoose County, IA, White 26.1%",0,0,White
-94.9,41.7,25.0,"Audubon County, IA, White 25%",0,0,White
-92.1,42.1,14.8,"Benton County, IA, White 14.8%",0,0,White
-92.3,42.5,23.6,"Black Hawk County, IA, White 23.6%",0,0,White
-92.3,42.5,17.7,"Black Hawk County, IA, African American 17.7%",1,1,African American
-92.3,42.5,4.8,"Black Hawk County, IA, Hispanic 4.8%",4,4,Hispanic
-93.9,42.0,31.3,"Boone County, IA, White 31.3%",0,0,White
-92.3,42.8,35.8,"Bremer County, IA, White 35.8%",0,0,White
-91.8,42.5,26.2,"Buchanan County, IA, White 26.2%",0,0,White
-95.1,42.7,22.4,"Buena Vista County, IA, White 22.4%",0,0,White
-92.8,42.7,24.4,"Butler County, IA, White 24.4%",0,0,White
-94.6,42.4,44.8,"Calhoun County, IA, White 44.8%",0,0,White
-94.9,42.0,30.2,"Carroll County, IA, White 30.2%",0,0,White
-94.9,41.3,30.2,"Cass County, IA, White 30.2%",0,0,White
-91.1,41.8,13.8,"Cedar County, IA, White 13.8%",0,0,White
-93.3,43.1,43.0,"Cerro Gordo County, IA, White 43%",0,0,White
-95.6,42.7,14.6,"Cherokee County, IA, White 14.6%",0,0,White
-92.3,43.1,27.3,"Chickasaw County, IA, White 27.3%",0,0,White
-93.8,41.0,30.0,"Clarke County, IA, White 30%",0,0,White
-95.1,43.1,27.0,"Clay County, IA, White 27%",0,0,White
-91.3,42.8,38.3,"Clayton County, IA, White 38.3%",0,0,White
-90.5,41.9,35.8,"Clinton County, IA, White 35.8%",0,0,White
-95.4,42.0,16.1,"Crawford County, IA, White 16.1%",0,0,White
-94.0,41.7,29.6,"Dallas County, IA, White 29.6%",0,0,White
-92.4,40.7,43.8,"Davis County, IA, White 43.8%",0,0,White
-93.8,40.7,43.5,"Decatur County, IA, White 43.5%",0,0,White
-91.4,42.5,31.6,"Delaware County, IA, White 31.6%",0,0,White
-91.2,40.9,36.9,"Des Moines County, IA, White 36.9%",0,0,White
-95.2,43.4,43.6,"Dickinson County, IA, White 43.6%",0,0,White
-90.9,42.5,31.3,"Dubuque County, IA, White 31.3%",0,0,White
-94.7,43.4,22.2,"Emmet County, IA, White 22.2%",0,0,White
-91.8,42.9,28.2,"Fayette County, IA, White 28.2%",0,0,White
-92.8,43.1,25.0,"Floyd County, IA, White 25%",0,0,White
-93.3,42.7,32.0,"Franklin County, IA, White 32%",0,0,White
-95.6,40.7,18.8,"Fremont County, IA, White 18.8%",0,0,White
