aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
0.69,0.59,0.8,<0.001,0,2,3,1,5,3,Midwest,O3A3M2
0.7,0.61,0.81,<0.001,0,3,3,1,5,3,Midwest,O3A3M3
0.77,0.71,0.84,<0.001,0,4,3,1,5,3,Midwest,O3A3M4
0.56,0.55,0.57,<0.001,0,0,1,2,5,3,South,O3A1M0
0.49,0.48,0.5,<0.001,0,1,1,2,5,3,South,O3A1M1
0.56,0.49,0.64,<0.001,0,2,1,2,5,3,South,O3A1M2
0.66,0.59,0.73,<0.001,0,3,1,2,5,3,South,O3A1M3
0.83,0.81,0.86,<0.001,0,4,1,2,5,3,South,O3A1M4
0.62,0.61,0.64,<0.001,0,0,2,2,5,3,South,O3A2M0
0.56,0.54,0.57,<0.001,0,1,2,2,5,3,South,O3A2M1
0.66,0.58,0.75,<0.001,0,2,2,2,5,3,South,O3A2M2
0.67,0.6,0.75,<0.001,0,3,2,2,5,3,South,O3A2M3
0.9,0.87,0.93,<0.001,0,4,2,2,5,3,South,O3A2M4
0.61,0.6,0.63,<0.001,0,0,3,2,5,3,South,O3A3M0
0.55,0.54,0.57,<0.001,0,1,3,2,5,3,South,O3A3M1
0.71,0.62,0.81,<0.001,0,2,3,2,5,3,South,O3A3M2
0.61,0.54,0.68,<0.001,0,3,3,2,5,3,South,O3A3M3
0.85,0.82,0.88,<0.001,0,4,3,2,5,3,South,O3A3M4
0.53,0.51,0.54,<0.001,0,0,1,3,5,3,West,O3A1M0
0.45,0.43,0.48,<0.001,0,1,1,3,5,3,West,O3A1M1
0.51,0.46,0.56,<0.001,0,2,1,3,5,3,West,O3A1M2
0.49,0.46,0.51,<0.001,0,3,1,3,5,3,West,O3A1M3
0.59,0.57,0.61,<0.001,0,4,1,3,5,3,West,O3A1M4
0.57,0.56,0.59,<0.001,0,0,2,3,5,3,West,O3A2M0
0.52,0.49,0.55,<0.001,0,1,2,3,5,3,West,O3A2M1
0.61,0.55,0.67,<0.001,0,2,2,3,5,3,West,O3A2M2
0.48,0.45,0.5,<0.001,0,3,2,3,5,3,West,O3A2M3
0.65,0.63,0.68,<0.001,0,4,2,3,5,3,West,O3A2M4
0.62,0.6,0.64,<0.001,0,0,3,3,5,3,West,O3A3M0
0.6,0.56,0.63,<0.001,0,1,3,3,5,3,West,O3A3M1
0.64,0.57,0.71,<0.001,0,2,3,3,5,3,West,O3A3M2
0.49,0.46,0.52,<0.001,0,3,3,3,5,3,West,O3A3M3
0.72,0.69,0.75,<0.001,0,4,3,3,5,3,West,O3A3M4
0.52,0.51,0.53,<0.001,0,0,1,0,6,3,"Metro, 1 million+",O3A1M0
0.46,0.45,0.47,<0.001,0,1,1,0,6,3,"Metro, 1 million+",O3A1M1
0.66,0.57,0.76,<0.001,0,2,1,0,6,3,"Metro, 1 million+",O3A1M2
0.55,0.52,0.58,<0.001,0,3,1,0,6,3,"Metro, 1 million+",O3A1M3
0.67,0.65,0.69,<0.001,0,4,1,0,6,3,"Metro, 1 million+",O3A1M4
0.59,0.58,0.6,<0.001,0,0,2,0,6,3,"Metro, 1 million+",O3A2M0
0.53,0.52,0.54,<0.001,0,1,2,0,6,3,"Metro, 1 million+",O3A2M1
0.8,0.69,0.93,0.003,0.0033,2,2,0,6,3,"Metro, 1 million+",O3A2M2
0.55,0.52,0.58,<0.001,0,3,2,0,6,3,"Metro, 1 million+",O3A2M3
0.75,0.72,0.77,<0.001,0,4,2,0,6,3,"Metro, 1 million+",O3A2M4
0.59,0.58,0.6,<0.001,0,0,3,0,6,3,"Metro, 1 million+",O3A3M0
0.55,0.53,0.56,<0.001,0,1,3,0,6,3,"Metro, 1 million+",O3A3M1
0.8,0.69,0.94,0.005,0.0055,2,3,0,6,3,"Metro, 1 million+",O3A3M2
0.52,0.49,0.55,<0.001,0,3,3,0,6,3,"Metro, 1 million+",O3A3M3
0.74,0.71,0.76,<0.001,0,4,3,0,6,3,"Metro, 1 million+",O3A3M4
0.57,0.56,0.59,<0.001,0,0,1,1,6,3,"Metro, 0.25-0.99 million",O3A1M0
0.52,0.5,0.54,<0.001,0,1,1,1,6,3,"Metro, 0.25-0.99 million",O3A1M1
0.76,0.66,0.89,<0.001,6.00E-04,2,1,1,6,3,"Metro, 0.25-0.99 million",O3A1M2
0.53,0.48,0.58,<0.001,0,3,1,1,6,3,"Metro, 0.25-0.99 million",O3A1M3
0.69,0.66,0.73,<0.001,0,4,1,1,6,3,"Metro, 0.25-0.99 million",O3A1M4
0.65,0.63,0.67,<0.001,0,0,2,1,6,3,"Metro, 0.25-0.99 million",O3A2M0
0.6,0.58,0.63,<0.001,0,1,2,1,6,3,"Metro, 0.25-0.99 million",O3A2M1
0.93,0.79,1.08,0.327,0.3272,2,2,1,6,3,"Metro, 0.25-0.99 million",O3A2M2
0.54,0.49,0.59,<0.001,0,3,2,1,6,3,"Metro, 0.25-0.99 million",O3A2M3
0.76,0.73,0.8,<0.001,0,4,2,1,6,3,"Metro, 0.25-0.99 million",O3A2M4
0.59,0.58,0.62,<0.001,0,0,3,1,6,3,"Metro, 0.25-0.99 million",O3A3M0
0.57,0.54,0.59,<0.001,0,1,3,1,6,3,"Metro, 0.25-0.99 million",O3A3M1
0.86,0.73,1.01,0.062,0.0623,2,3,1,6,3,"Metro, 0.25-0.99 million",O3A3M2
0.46,0.42,0.51,<0.001,0,3,3,1,6,3,"Metro, 0.25-0.99 million",O3A3M3
0.7,0.66,0.74,<0.001,0,4,3,1,6,3,"Metro, 0.25-0.99 million",O3A3M4
0.58,0.55,0.6,<0.001,0,0,1,2,6,3,"Metro, < 0.25 million",O3A1M0
0.5,0.47,0.53,<0.001,0,1,1,2,6,3,"Metro, < 0.25 million",O3A1M1
0.54,0.44,0.67,<0.001,0,2,1,2,6,3,"Metro, < 0.25 million",O3A1M2
0.84,0.69,1.04,0.105,0.1053,3,1,2,6,3,"Metro, < 0.25 million",O3A1M3
0.8,0.74,0.86,<0.001,0,4,1,2,6,3,"Metro, < 0.25 million",O3A1M4
0.64,0.62,0.67,<0.001,0,0,2,2,6,3,"Metro, < 0.25 million",O3A2M0
0.56,0.53,0.59,<0.001,0,1,2,2,6,3,"Metro, < 0.25 million",O3A2M1
0.62,0.5,0.76,<0.001,0,2,2,2,6,3,"Metro, < 0.25 million",O3A2M2
0.89,0.73,1.1,0.287,0.2868,3,2,2,6,3,"Metro, < 0.25 million",O3A2M3
0.88,0.82,0.95,<0.001,8.00E-04,4,2,2,6,3,"Metro, < 0.25 million",O3A2M4
0.64,0.61,0.68,<0.001,0,0,3,2,6,3,"Metro, < 0.25 million",O3A3M0
0.57,0.54,0.61,<0.001,0,1,3,2,6,3,"Metro, < 0.25 million",O3A3M1
0.59,0.48,0.74,<0.001,0,2,3,2,6,3,"Metro, < 0.25 million",O3A3M2
0.78,0.63,0.97,0.024,0.0244,3,3,2,6,3,"Metro, < 0.25 million",O3A3M3
0.84,0.77,0.91,<0.001,0,4,3,2,6,3,"Metro, < 0.25 million",O3A3M4
0.56,0.54,0.58,<0.001,0,0,1,3,6,3,Non-metro,O3A1M0
0.5,0.48,0.52,<0.001,0,1,1,3,6,3,Non-metro,O3A1M1
0.5,0.45,0.56,<0.001,0,2,1,3,6,3,Non-metro,O3A1M2
0.57,0.47,0.68,<0.001,0,3,1,3,6,3,Non-metro,O3A1M3
0.88,0.82,0.94,<0.001,1.00E-04,4,1,3,6,3,Non-metro,O3A1M4
0.61,0.59,0.64,<0.001,0,0,2,3,6,3,Non-metro,O3A2M0
0.55,0.52,0.57,<0.001,0,1,2,3,6,3,Non-metro,O3A2M1
0.57,0.52,0.63,<0.001,0,2,2,3,6,3,Non-metro,O3A2M2
0.59,0.49,0.71,<0.001,0,3,2,3,6,3,Non-metro,O3A2M3
0.96,0.89,1.02,0.188,0.188,4,2,3,6,3,Non-metro,O3A2M4
0.67,0.64,0.7,<0.001,0,0,3,3,6,3,Non-metro,O3A3M0
0.61,0.58,0.64,<0.001,0,1,3,3,6,3,Non-metro,O3A3M1
0.57,0.51,0.64,<0.001,0,2,3,3,6,3,Non-metro,O3A3M2
0.56,0.46,0.68,<0.001,0,3,3,3,6,3,Non-metro,O3A3M3
1.02,0.95,1.1,0.544,0.5438,4,3,3,6,3,Non-metro,O3A3M4
0.56,0.55,0.58,<0.001,0,0,1,0,7,3,Gini < 0.429,O3A1M0
0.48,0.46,0.5,<0.001,0,1,1,0,7,3,Gini < 0.429,O3A1M1
0.6,0.53,0.68,<0.001,0,2,1,0,7,3,Gini < 0.429,O3A1M2
0.62,0.57,0.67,<0.001,0,3,1,0,7,3,Gini < 0.429,O3A1M3
0.8,0.76,0.84,<0.001,0,4,1,0,7,3,Gini < 0.429,O3A1M4
0.63,0.61,0.65,<0.001,0,0,2,0,7,3,Gini < 0.429,O3A2M0
0.54,0.52,0.56,<0.001,0,1,2,0,7,3,Gini < 0.429,O3A2M1
0.7,0.62,0.79,<0.001,0,2,2,0,7,3,Gini < 0.429,O3A2M2
0.63,0.58,0.68,<0.001,0,3,2,0,7,3,Gini < 0.429,O3A2M3
0.89,0.84,0.94,<0.001,0,4,2,0,7,3,Gini < 0.429,O3A2M4
0.59,0.57,0.61,<0.001,0,0,3,0,7,3,Gini < 0.429,O3A3M0
0.52,0.5,0.55,<0.001,0,1,3,0,7,3,Gini < 0.429,O3A3M1
0.66,0.58,0.74,<0.001,0,2,3,0,7,3,Gini < 0.429,O3A3M2
0.52,0.48,0.57,<0.001,0,3,3,0,7,3,Gini < 0.429,O3A3M3
0.82,0.77,0.87,<0.001,0,4,3,0,7,3,Gini < 0.429,O3A3M4
0.61,0.59,0.62,<0.001,0,0,1,1,7,3,Gini 0.430-0.452,O3A1M0
0.53,0.51,0.55,<0.001,0,1,1,1,7,3,Gini 0.430-0.452,O3A1M1
0.57,0.51,0.64,<0.001,0,2,1,1,7,3,Gini 0.430-0.452,O3A1M2
0.57,0.53,0.62,<0.001,0,3,1,1,7,3,Gini 0.430-0.452,O3A1M3
0.81,0.78,0.85,<0.001,0,4,1,1,7,3,Gini 0.430-0.452,O3A1M4
0.68,0.66,0.7,<0.001,0,0,2,1,7,3,Gini 0.430-0.452,O3A2M0
0.6,0.58,0.62,<0.001,0,1,2,1,7,3,Gini 0.430-0.452,O3A2M1
0.68,0.61,0.76,<0.001,0,2,2,1,7,3,Gini 0.430-0.452,O3A2M2
0.58,0.53,0.62,<0.001,0,3,2,1,7,3,Gini 0.430-0.452,O3A2M3
0.9,0.86,0.94,<0.001,0,4,2,1,7,3,Gini 0.430-0.452,O3A2M4
0.63,0.61,0.64,<0.001,0,0,3,1,7,3,Gini 0.430-0.452,O3A3M0
0.57,0.55,0.6,<0.001,0,1,3,1,7,3,Gini 0.430-0.452,O3A3M1
0.69,0.61,0.78,<0.001,0,2,3,1,7,3,Gini 0.430-0.452,O3A3M2
0.48,0.44,0.53,<0.001,0,3,3,1,7,3,Gini 0.430-0.452,O3A3M3
0.8,0.76,0.84,<0.001,0,4,3,1,7,3,Gini 0.430-0.452,O3A3M4
0.61,0.59,0.62,<0.001,0,0,1,2,7,3,Gini 0.453-0.481,O3A1M0
0.55,0.53,0.56,<0.001,0,1,1,2,7,3,Gini 0.453-0.481,O3A1M1
0.57,0.49,0.67,<0.001,0,2,1,2,7,3,Gini 0.453-0.481,O3A1M2
0.66,0.61,0.72,<0.001,0,3,1,2,7,3,Gini 0.453-0.481,O3A1M3
0.77,0.74,0.81,<0.001,0,4,1,2,7,3,Gini 0.453-0.481,O3A1M4
0.69,0.67,0.71,<0.001,0,0,2,2,7,3,Gini 0.453-0.481,O3A2M0
0.63,0.61,0.65,<0.001,0,1,2,2,7,3,Gini 0.453-0.481,O3A2M1
0.69,0.59,0.81,<0.001,0,2,2,2,7,3,Gini 0.453-0.481,O3A2M2
0.66,0.61,0.72,<0.001,0,3,2,2,7,3,Gini 0.453-0.481,O3A2M3
0.86,0.83,0.9,<0.001,0,4,2,2,7,3,Gini 0.453-0.481,O3A2M4
0.66,0.64,0.68,<0.001,0,0,3,2,7,3,Gini 0.453-0.481,O3A3M0
0.6,0.58,0.62,<0.001,0,1,3,2,7,3,Gini 0.453-0.481,O3A3M1
0.71,0.6,0.83,<0.001,0,2,3,2,7,3,Gini 0.453-0.481,O3A3M2
0.58,0.53,0.63,<0.001,0,3,3,2,7,3,Gini 0.453-0.481,O3A3M3
0.87,0.83,0.91,<0.001,0,4,3,2,7,3,Gini 0.453-0.481,O3A3M4
0.49,0.48,0.51,<0.001,0,0,1,3,7,3,> 0.481,O3A1M0
0.48,0.46,0.5,<0.001,0,1,1,3,7,3,> 0.481,O3A1M1
0.44,0.35,0.56,<0.001,0,2,1,3,7,3,> 0.481,O3A1M2
0.47,0.43,0.52,<0.001,0,3,1,3,7,3,> 0.481,O3A1M3
0.52,0.5,0.54,<0.001,0,4,1,3,7,3,> 0.481,O3A1M4
0.56,0.54,0.58,<0.001,0,0,2,3,7,3,> 0.481,O3A2M0
0.56,0.54,0.58,<0.001,0,1,2,3,7,3,> 0.481,O3A2M1
0.53,0.42,0.67,<0.001,0,2,2,3,7,3,> 0.481,O3A2M2
0.47,0.43,0.51,<0.001,0,3,2,3,7,3,> 0.481,O3A2M3
0.58,0.56,0.61,<0.001,0,4,2,3,7,3,> 0.481,O3A2M4
0.54,0.53,0.56,<0.001,0,0,3,3,7,3,> 0.481,O3A3M0
0.52,0.5,0.54,<0.001,0,1,3,3,7,3,> 0.481,O3A3M1
0.56,0.44,0.71,<0.001,0,2,3,3,7,3,> 0.481,O3A3M2
0.52,0.47,0.57,<0.001,0,3,3,3,7,3,> 0.481,O3A3M3
0.62,0.59,0.65,<0.001,0,4,3,3,7,3,> 0.481,O3A3M4
0.6,0.59,0.61,<0.001,0,0,1,0,8,3,Diabetes,O3A1M0
0.54,0.53,0.56,<0.001,0,1,1,0,8,3,Diabetes,O3A1M1
0.62,0.57,0.67,<0.001,0,2,1,0,8,3,Diabetes,O3A1M2
0.57,0.54,0.6,<0.001,0,3,1,0,8,3,Diabetes,O3A1M3
0.69,0.68,0.71,<0.001,0,4,1,0,8,3,Diabetes,O3A1M4
0.63,0.62,0.64,<0.001,0,0,2,0,8,3,Diabetes,O3A2M0
0.57,0.56,0.59,<0.001,0,1,2,0,8,3,Diabetes,O3A2M1
0.7,0.65,0.76,<0.001,0,2,2,0,8,3,Diabetes,O3A2M2
0.55,0.52,0.59,<0.001,0,3,2,0,8,3,Diabetes,O3A2M3
0.73,0.71,0.75,<0.001,0,4,2,0,8,3,Diabetes,O3A2M4
0.64,0.62,0.65,<0.001,0,0,3,0,8,3,Diabetes,O3A3M0
0.58,0.56,0.59,<0.001,0,1,3,0,8,3,Diabetes,O3A3M1
0.67,0.62,0.73,<0.001,0,2,3,0,8,3,Diabetes,O3A3M2
0.51,0.48,0.55,<0.001,0,3,3,0,8,3,Diabetes,O3A3M3
0.79,0.77,0.82,<0.001,0,4,3,0,8,3,Diabetes,O3A3M4
0.45,0.44,0.46,<0.001,0,0,1,1,8,3,Hypertension,O3A1M0
0.42,0.41,0.43,<0.001,0,1,1,1,8,3,Hypertension,O3A1M1
0.48,0.38,0.6,<0.001,0,2,1,1,8,3,Hypertension,O3A1M2
0.52,0.48,0.56,<0.001,0,3,1,1,8,3,Hypertension,O3A1M3
0.6,0.57,0.63,<0.001,0,4,1,1,8,3,Hypertension,O3A1M4
0.56,0.54,0.57,<0.001,0,0,2,1,8,3,Hypertension,O3A2M0
0.53,0.52,0.55,<0.001,0,1,2,1,8,3,Hypertension,O3A2M1
0.59,0.47,0.75,<0.001,0,2,2,1,8,3,Hypertension,O3A2M2
0.53,0.49,0.58,<0.001,0,3,2,1,8,3,Hypertension,O3A2M3
0.68,0.64,0.71,<0.001,0,4,2,1,8,3,Hypertension,O3A2M4
0.56,0.54,0.58,<0.001,0,0,3,1,8,3,Hypertension,O3A3M0
0.53,0.52,0.55,<0.001,0,1,3,1,8,3,Hypertension,O3A3M1
0.57,0.45,0.73,<0.001,0,2,3,1,8,3,Hypertension,O3A3M2
0.5,0.46,0.54,<0.001,0,3,3,1,8,3,Hypertension,O3A3M3
0.71,0.67,0.75,<0.001,0,4,3,1,8,3,Hypertension,O3A3M4
0.45,0.43,0.47,<0.001,0,0,1,2,8,3,Glomerulonephritis,O3A1M0
0.4,0.37,0.42,<0.001,0,1,1,2,8,3,Glomerulonephritis,O3A1M1
0.65,0.51,0.83,<0.001,5.00E-04,2,1,2,8,3,Glomerulonephritis,O3A1M2
0.55,0.48,0.63,<0.001,0,3,1,2,8,3,Glomerulonephritis,O3A1M3
0.54,0.49,0.59,<0.001,0,4,1,2,8,3,Glomerulonephritis,O3A1M4
0.57,0.54,0.6,<0.001,0,0,2,2,8,3,Glomerulonephritis,O3A2M0
0.52,0.49,0.56,<0.001,0,1,2,2,8,3,Glomerulonephritis,O3A2M1
0.81,0.64,1.04,0.101,0.1008,2,2,2,8,3,Glomerulonephritis,O3A2M2
0.58,0.5,0.66,<0.001,0,3,2,2,8,3,Glomerulonephritis,O3A2M3
0.66,0.6,0.72,<0.001,0,4,2,2,8,3,Glomerulonephritis,O3A2M4
0.56,0.53,0.6,<0.001,0,0,3,2,8,3,Glomerulonephritis,O3A3M0
0.51,0.48,0.55,<0.001,0,1,3,2,8,3,Glomerulonephritis,O3A3M1
0.75,0.58,0.97,0.028,0.0277,2,3,2,8,3,Glomerulonephritis,O3A3M2
0.52,0.44,0.6,<0.001,0,3,3,2,8,3,Glomerulonephritis,O3A3M3
0.73,0.66,0.81,<0.001,0,4,3,2,8,3,Glomerulonephritis,O3A3M4
0.57,0.5,0.65,<0.001,0,0,1,3,8,3,Cystic disease,O3A1M0
0.49,0.41,0.59,<0.001,0,1,1,3,8,3,Cystic disease,O3A1M1
0.32,0.1,1.01,0.052,0.0519,2,1,3,8,3,Cystic disease,O3A1M2
0.74,0.51,1.07,0.111,0.1109,3,1,3,8,3,Cystic disease,O3A1M3
0.68,0.55,0.84,<0.001,4.00E-04,4,1,3,8,3,Cystic disease,O3A1M4
0.6,0.53,0.69,<0.001,0,0,2,3,8,3,Cystic disease,O3A2M0
0.53,0.45,0.63,<0.001,0,1,2,3,8,3,Cystic disease,O3A2M1
0.41,0.13,1.32,0.137,0.1371,2,2,3,8,3,Cystic disease,O3A2M2
0.71,0.49,1.05,0.086,0.0863,3,2,3,8,3,Cystic disease,O3A2M3
0.72,0.58,0.89,0.002,0.0025,4,2,3,8,3,Cystic disease,O3A2M4
0.6,0.52,0.69,<0.001,0,0,3,3,8,3,Cystic disease,O3A3M0
0.52,0.43,0.62,<0.001,0,1,3,3,8,3,Cystic disease,O3A3M1
0.43,0.13,1.42,0.166,0.1664,2,3,3,8,3,Cystic disease,O3A3M2
0.65,0.43,0.98,0.038,0.0377,3,3,3,8,3,Cystic disease,O3A3M3
0.78,0.62,0.99,0.043,0.0425,4,3,3,8,3,Cystic disease,O3A3M4
0.51,0.5,0.53,<0.001,0,0,1,4,8,3,Other kidney disease,O3A1M0
0.47,0.45,0.49,<0.001,0,1,1,4,8,3,Other kidney disease,O3A1M1
0.71,0.57,0.87,0.001,0.0015,2,1,4,8,3,Other kidney disease,O3A1M2
0.56,0.5,0.63,<0.001,0,3,1,4,8,3,Other kidney disease,O3A1M3
0.63,0.59,0.68,<0.001,0,4,1,4,8,3,Other kidney disease,O3A1M4
0.58,0.56,0.61,<0.001,0,0,2,4,8,3,Other kidney disease,O3A2M0
0.54,0.52,0.57,<0.001,0,1,2,4,8,3,Other kidney disease,O3A2M1
0.8,0.64,0.99,0.038,0.0379,2,2,4,8,3,Other kidney disease,O3A2M2
0.56,0.5,0.64,<0.001,0,3,2,4,8,3,Other kidney disease,O3A2M3
0.69,0.65,0.74,<0.001,0,4,2,4,8,3,Other kidney disease,O3A2M4
0.61,0.59,0.64,<0.001,0,0,3,4,8,3,Other kidney disease,O3A3M0
0.57,0.54,0.6,<0.001,0,1,3,4,8,3,Other kidney disease,O3A3M1
0.77,0.61,0.96,0.023,0.0228,2,3,4,8,3,Other kidney disease,O3A3M2
0.53,0.47,0.61,<0.001,0,3,3,4,8,3,Other kidney disease,O3A3M3
0.76,0.71,0.82,<0.001,0,4,3,4,8,3,Other kidney disease,O3A3M4
0.52,0.51,0.54,<0.001,0,0,1,0,9,3,RRT < 1 yrs.,O3A1M0
0.49,0.47,0.5,<0.001,0,1,1,0,9,3,RRT < 1 yrs.,O3A1M1
0.57,0.48,0.66,<0.001,0,2,1,0,9,3,RRT < 1 yrs.,O3A1M2
0.52,0.48,0.57,<0.001,0,3,1,0,9,3,RRT < 1 yrs.,O3A1M3
0.61,0.59,0.64,<0.001,0,4,1,0,9,3,RRT < 1 yrs.,O3A1M4
0.58,0.56,0.59,<0.001,0,0,2,0,9,3,RRT < 1 yrs.,O3A2M0
0.54,0.53,0.56,<0.001,0,1,2,0,9,3,RRT < 1 yrs.,O3A2M1
0.66,0.56,0.77,<0.001,0,2,2,0,9,3,RRT < 1 yrs.,O3A2M2
0.53,0.48,0.57,<0.001,0,3,2,0,9,3,RRT < 1 yrs.,O3A2M3
0.66,0.63,0.69,<0.001,0,4,2,0,9,3,RRT < 1 yrs.,O3A2M4
0.62,0.6,0.63,<0.001,0,0,3,0,9,3,RRT < 1 yrs.,O3A3M0
0.56,0.54,0.58,<0.001,0,1,3,0,9,3,RRT < 1 yrs.,O3A3M1
0.71,0.6,0.84,<0.001,0,2,3,0,9,3,RRT < 1 yrs.,O3A3M2
0.51,0.47,0.56,<0.001,0,3,3,0,9,3,RRT < 1 yrs.,O3A3M3
0.8,0.76,0.84,<0.001,0,4,3,0,9,3,RRT < 1 yrs.,O3A3M4
0.51,0.49,0.52,<0.001,0,0,1,1,9,3,RRT 1 to 2.9 yrs.,O3A1M0
0.47,0.46,0.48,<0.001,0,1,1,1,9,3,RRT 1 to 2.9 yrs.,O3A1M1
0.54,0.47,0.62,<0.001,0,2,1,1,9,3,RRT 1 to 2.9 yrs.,O3A1M2
0.52,0.48,0.57,<0.001,0,3,1,1,9,3,RRT 1 to 2.9 yrs.,O3A1M3
0.58,0.56,0.61,<0.001,0,4,1,1,9,3,RRT 1 to 2.9 yrs.,O3A1M4
0.57,0.56,0.59,<0.001,0,0,2,1,9,3,RRT 1 to 2.9 yrs.,O3A2M0
0.54,0.52,0.56,<0.001,0,1,2,1,9,3,RRT 1 to 2.9 yrs.,O3A2M1
0.65,0.57,0.75,<0.001,0,2,2,1,9,3,RRT 1 to 2.9 yrs.,O3A2M2
0.53,0.49,0.57,<0.001,0,3,2,1,9,3,RRT 1 to 2.9 yrs.,O3A2M3
0.65,0.63,0.68,<0.001,0,4,2,1,9,3,RRT 1 to 2.9 yrs.,O3A2M4
0.6,0.59,0.62,<0.001,0,0,3,1,9,3,RRT 1 to 2.9 yrs.,O3A3M0
0.56,0.54,0.58,<0.001,0,1,3,1,9,3,RRT 1 to 2.9 yrs.,O3A3M1
0.66,0.57,0.76,<0.001,0,2,3,1,9,3,RRT 1 to 2.9 yrs.,O3A3M2
0.5,0.46,0.55,<0.001,0,3,3,1,9,3,RRT 1 to 2.9 yrs.,O3A3M3
0.75,0.72,0.79,<0.001,0,4,3,1,9,3,RRT 1 to 2.9 yrs.,O3A3M4
0.51,0.49,0.52,<0.001,0,0,1,2,9,3,RRT 3 to 4.9 yrs.,O3A1M0
0.46,0.44,0.48,<0.001,0,1,1,2,9,3,RRT 3 to 4.9 yrs.,O3A1M1
0.51,0.44,0.6,<0.001,0,2,1,2,9,3,RRT 3 to 4.9 yrs.,O3A1M2
0.56,0.51,0.61,<0.001,0,3,1,2,9,3,RRT 3 to 4.9 yrs.,O3A1M3
0.59,0.56,0.62,<0.001,0,4,1,2,9,3,RRT 3 to 4.9 yrs.,O3A1M4
0.57,0.56,0.59,<0.001,0,0,2,2,9,3,RRT 3 to 4.9 yrs.,O3A2M0
0.53,0.51,0.55,<0.001,0,1,2,2,9,3,RRT 3 to 4.9 yrs.,O3A2M1
0.63,0.53,0.74,<0.001,0,2,2,2,9,3,RRT 3 to 4.9 yrs.,O3A2M2
0.56,0.51,0.61,<0.001,0,3,2,2,9,3,RRT 3 to 4.9 yrs.,O3A2M3
0.67,0.64,0.7,<0.001,0,4,2,2,9,3,RRT 3 to 4.9 yrs.,O3A2M4
0.6,0.58,0.62,<0.001,0,0,3,2,9,3,RRT 3 to 4.9 yrs.,O3A3M0
0.55,0.53,0.58,<0.001,0,1,3,2,9,3,RRT 3 to 4.9 yrs.,O3A3M1
0.64,0.54,0.75,<0.001,0,2,3,2,9,3,RRT 3 to 4.9 yrs.,O3A3M2
0.55,0.49,0.6,<0.001,0,3,3,2,9,3,RRT 3 to 4.9 yrs.,O3A3M3
0.75,0.7,0.79,<0.001,0,4,3,2,9,3,RRT 3 to 4.9 yrs.,O3A3M4
0.54,0.53,0.55,<0.001,0,0,1,3,9,3,RRT > 5+ yrs.,O3A1M0
0.48,0.47,0.5,<0.001,0,1,1,3,9,3,RRT > 5+ yrs.,O3A1M1
0.63,0.56,0.7,<0.001,0,2,1,3,9,3,RRT > 5+ yrs.,O3A1M2
0.55,0.51,0.59,<0.001,0,3,1,3,9,3,RRT > 5+ yrs.,O3A1M3
0.71,0.68,0.74,<0.001,0,4,1,3,9,3,RRT > 5+ yrs.,O3A1M4
0.59,0.57,0.6,<0.001,0,0,2,3,9,3,RRT > 5+ yrs.,O3A2M0
0.53,0.52,0.55,<0.001,0,1,2,3,9,3,RRT > 5+ yrs.,O3A2M1
0.71,0.63,0.8,<0.001,0,2,2,3,9,3,RRT > 5+ yrs.,O3A2M2
0.52,0.48,0.57,<0.001,0,3,2,3,9,3,RRT > 5+ yrs.,O3A2M3
0.76,0.73,0.8,<0.001,0,4,2,3,9,3,RRT > 5+ yrs.,O3A2M4
0.6,0.58,0.62,<0.001,0,0,3,3,9,3,RRT > 5+ yrs.,O3A3M0
0.55,0.53,0.57,<0.001,0,1,3,3,9,3,RRT > 5+ yrs.,O3A3M1
0.67,0.59,0.75,<0.001,0,2,3,3,9,3,RRT > 5+ yrs.,O3A3M2
0.5,0.46,0.54,<0.001,0,3,3,3,9,3,RRT > 5+ yrs.,O3A3M3
0.77,0.73,0.8,<0.001,0,4,3,3,9,3,RRT > 5+ yrs.,O3A3M4
0.51,0.51,0.52,<0.001,0,0,1,0,10,3,Center hemodialysis,O3A1M0
0.47,0.46,0.48,<0.001,0,1,1,0,10,3,Center hemodialysis,O3A1M1
0.56,0.52,0.6,<0.001,0,2,1,0,10,3,Center hemodialysis,O3A1M2
0.52,0.5,0.55,<0.001,0,3,1,0,10,3,Center hemodialysis,O3A1M3
0.62,0.61,0.63,<0.001,0,4,1,0,10,3,Center hemodialysis,O3A1M4
0.58,0.57,0.59,<0.001,0,0,2,0,10,3,Center hemodialysis,O3A2M0
0.54,0.53,0.55,<0.001,0,1,2,0,10,3,Center hemodialysis,O3A2M1
0.67,0.63,0.72,<0.001,0,2,2,0,10,3,Center hemodialysis,O3A2M2
0.53,0.51,0.55,<0.001,0,3,2,0,10,3,Center hemodialysis,O3A2M3
0.69,0.67,0.71,<0.001,0,4,2,0,10,3,Center hemodialysis,O3A2M4
0.6,0.59,0.61,<0.001,0,0,3,0,10,3,Center hemodialysis,O3A3M0
0.56,0.55,0.57,<0.001,0,1,3,0,10,3,Center hemodialysis,O3A3M1
0.67,0.62,0.72,<0.001,0,2,3,0,10,3,Center hemodialysis,O3A3M2
0.5,0.48,0.53,<0.001,0,3,3,0,10,3,Center hemodialysis,O3A3M3
0.76,0.74,0.78,<0.001,0,4,3,0,10,3,Center hemodialysis,O3A3M4
0.49,0.43,0.56,<0.001,0,0,1,1,10,3,Home hemodialysis,O3A1M0
